language,url
One,https://aclanthology.org/2021.acl-long.224
English,https://aclanthology.org/2021.acl-long.227
!Xóõ,https://aclanthology.org/2021.acl-long.228
So,https://aclanthology.org/2021.acl-long.230
So,https://aclanthology.org/2021.acl-long.235
One,https://aclanthology.org/2021.acl-long.236
Aka,https://aclanthology.org/2021.acl-long.238
One,https://aclanthology.org/2021.acl-long.239
Even,https://aclanthology.org/2021.acl-long.245
Hindi,https://aclanthology.org/2021.acl-long.245
Even,https://aclanthology.org/2021.acl-long.251
One,https://aclanthology.org/2021.acl-long.252
One,https://aclanthology.org/2021.acl-long.253
So,https://aclanthology.org/2021.acl-long.256
!Xóõ,https://aclanthology.org/2021.acl-long.256
English,https://aclanthology.org/2021.acl-long.257
So,https://aclanthology.org/2021.acl-long.257
Even,https://aclanthology.org/2021.acl-long.259
Basque,https://aclanthology.org/2021.acl-long.263
Catalan,https://aclanthology.org/2021.acl-long.263
English,https://aclanthology.org/2021.acl-long.263
Norwegian,https://aclanthology.org/2021.acl-long.263
One,https://aclanthology.org/2021.acl-long.264
One,https://aclanthology.org/2021.acl-long.276
Even,https://aclanthology.org/2021.acl-long.277
English,https://aclanthology.org/2021.acl-long.279
English,https://aclanthology.org/2021.acl-long.281
Galician,https://aclanthology.org/2021.acl-long.281
Portuguese,https://aclanthology.org/2021.acl-long.281
So,https://aclanthology.org/2021.acl-long.281
Spanish,https://aclanthology.org/2021.acl-long.281
Even,https://aclanthology.org/2021.acl-long.282
One,https://aclanthology.org/2021.acl-long.283
Even,https://aclanthology.org/2021.acl-long.293
!Xóõ,https://aclanthology.org/2021.acl-long.294
One,https://aclanthology.org/2021.acl-long.298
Even,https://aclanthology.org/2021.acl-long.301
One,https://aclanthology.org/2021.acl-long.301
So,https://aclanthology.org/2021.acl-long.301
Even,https://aclanthology.org/2021.acl-long.303
English,https://aclanthology.org/2021.acl-long.309
Even,https://aclanthology.org/2021.acl-long.309
Czech,https://aclanthology.org/2021.acl-long.311
English,https://aclanthology.org/2021.acl-long.311
German,https://aclanthology.org/2021.acl-long.314
Even,https://aclanthology.org/2021.acl-long.316
One,https://aclanthology.org/2021.acl-long.317
One,https://aclanthology.org/2021.acl-long.318
Even,https://aclanthology.org/2021.acl-long.320
German,https://aclanthology.org/2021.acl-long.320
Even,https://aclanthology.org/2021.acl-long.322
One,https://aclanthology.org/2021.acl-long.322
So,https://aclanthology.org/2021.acl-long.323
English,https://aclanthology.org/2021.acl-long.329
French,https://aclanthology.org/2021.acl-long.329
Even,https://aclanthology.org/2021.acl-long.331
One,https://aclanthology.org/2021.acl-long.334
!Xóõ,https://aclanthology.org/2021.acl-long.334
One,https://aclanthology.org/2021.acl-long.336
So,https://aclanthology.org/2021.acl-long.337
English,https://aclanthology.org/2021.acl-long.340
English,https://aclanthology.org/2021.acl-long.344
So,https://aclanthology.org/2021.acl-long.344
So,https://aclanthology.org/2021.acl-long.346
Bengali,https://aclanthology.org/2021.acl-long.347
English,https://aclanthology.org/2021.acl-long.347
Hindi,https://aclanthology.org/2021.acl-long.347
Malayalam,https://aclanthology.org/2021.acl-long.347
One,https://aclanthology.org/2021.acl-long.347
Tamil,https://aclanthology.org/2021.acl-long.347
Wu,https://aclanthology.org/2021.acl-long.349
Even,https://aclanthology.org/2021.acl-long.352
One,https://aclanthology.org/2021.acl-long.358
One,https://aclanthology.org/2021.acl-long.360
One,https://aclanthology.org/2021.acl-long.362
So,https://aclanthology.org/2021.acl-long.370
Even,https://aclanthology.org/2021.acl-long.377
Even,https://aclanthology.org/2021.acl-long.378
One,https://aclanthology.org/2021.acl-long.380
One,https://aclanthology.org/2021.acl-long.381
Even,https://aclanthology.org/2021.acl-long.383
So,https://aclanthology.org/2021.acl-long.383
One,https://aclanthology.org/2021.acl-long.384
One,https://aclanthology.org/2021.acl-long.387
Even,https://aclanthology.org/2021.acl-long.389
Even,https://aclanthology.org/2021.acl-long.393
Even,https://aclanthology.org/2021.acl-long.399
Even,https://aclanthology.org/2021.acl-long.400
One,https://aclanthology.org/2021.acl-long.401
One,https://aclanthology.org/2021.acl-long.402
English,https://aclanthology.org/2021.acl-long.405
Japanese,https://aclanthology.org/2021.acl-long.405
English,https://aclanthology.org/2021.acl-long.406
Even,https://aclanthology.org/2021.acl-long.410
English,https://aclanthology.org/2021.acl-long.416
Even,https://aclanthology.org/2021.acl-long.416
So,https://aclanthology.org/2021.acl-long.420
One,https://aclanthology.org/2021.acl-long.432
One,https://aclanthology.org/2021.acl-long.449
So,https://aclanthology.org/2021.acl-long.449
English,https://aclanthology.org/2021.acl-long.451
English,https://aclanthology.org/2021.acl-long.452
So,https://aclanthology.org/2021.acl-long.459
English,https://aclanthology.org/2021.acl-long.462
Even,https://aclanthology.org/2021.acl-long.462
One,https://aclanthology.org/2021.acl-long.462
!Xóõ,https://aclanthology.org/2021.acl-long.462
One,https://aclanthology.org/2021.acl-long.470
One,https://aclanthology.org/2021.acl-long.473
So,https://aclanthology.org/2021.acl-long.475
One,https://aclanthology.org/2021.acl-long.476
One,https://aclanthology.org/2021.acl-long.478
One,https://aclanthology.org/2021.acl-long.479
One,https://aclanthology.org/2021.acl-long.480
English,https://aclanthology.org/2021.acl-long.489
So,https://aclanthology.org/2021.acl-long.497
English,https://aclanthology.org/2021.acl-long.498
Even,https://aclanthology.org/2021.acl-long.504
English,https://aclanthology.org/2021.acl-long.507
One,https://aclanthology.org/2021.acl-long.507
One,https://aclanthology.org/2021.acl-long.512
One,https://aclanthology.org/2021.acl-long.513
Even,https://aclanthology.org/2021.acl-long.514
!Xóõ,https://aclanthology.org/2021.acl-long.520
So,https://aclanthology.org/2021.acl-long.521
Ma,https://aclanthology.org/2021.acl-long.526
Even,https://aclanthology.org/2021.acl-long.527
English,https://aclanthology.org/2021.acl-long.532
Even,https://aclanthology.org/2021.acl-long.532
Even,https://aclanthology.org/2021.acl-long.536
One,https://aclanthology.org/2021.acl-long.538
So,https://aclanthology.org/2021.acl-long.538
Even,https://aclanthology.org/2021.acl-long.539
One,https://aclanthology.org/2021.acl-long.539
English,https://aclanthology.org/2021.acl-long.541
Even,https://aclanthology.org/2021.acl-long.541
English,https://aclanthology.org/2021.acl-long.542
German,https://aclanthology.org/2021.acl-long.543
One,https://aclanthology.org/2021.acl-long.548
English,https://aclanthology.org/2021.acl-long.549
Even,https://aclanthology.org/2021.acl-long.549
English,https://aclanthology.org/2021.acl-long.550
Even,https://aclanthology.org/2021.acl-long.550
!Xóõ,https://aclanthology.org/2021.acl-long.551
So,https://aclanthology.org/2021.acl-long.553
One,https://aclanthology.org/2021.acl-long.554
English,https://aclanthology.org/2021.acl-long.557
One,https://aclanthology.org/2021.acl-long.559
Even,https://aclanthology.org/2021.acl-long.567
English,https://aclanthology.org/2021.acl-long.569
Even,https://aclanthology.org/2021.acl-long.569
One,https://aclanthology.org/2021.acl-long.569
One,https://aclanthology.org/2021.acl-demo.1
So,https://aclanthology.org/2021.acl-demo.16
!Xóõ,https://aclanthology.org/2021.acl-demo.23
!Xóõ,https://aclanthology.org/2021.acl-demo.26
English,https://aclanthology.org/2021.acl-demo.28
So,https://aclanthology.org/2021.acl-demo.28
!Xóõ,https://aclanthology.org/2021.acl-demo.28
Even,https://aclanthology.org/2021.acl-demo.30
Cherokee,https://aclanthology.org/2021.acl-demo.33
English,https://aclanthology.org/2021.acl-demo.33
One,https://aclanthology.org/2021.acl-demo.34
So,https://aclanthology.org/2021.acl-demo.34
English,https://aclanthology.org/2021.acl-demo.36
One,https://aclanthology.org/2021.acl-demo.36
English,https://aclanthology.org/2021.acl-demo.37
Even,https://aclanthology.org/2021.acl-demo.37
One,https://aclanthology.org/2021.acl-demo.37
Even,https://aclanthology.org/2020.wosp-1.1
Mae,https://aclanthology.org/2020.wosp-1.1
One,https://aclanthology.org/2020.wosp-1.2
English,https://aclanthology.org/2020.wosp-1.3
Cora,https://aclanthology.org/2020.wosp-1.4
Even,https://aclanthology.org/2020.wosp-1.4
One,https://aclanthology.org/2020.wosp-1.5
So,https://aclanthology.org/2020.wosp-1.6
One,https://aclanthology.org/2020.wnut-1.2
One,https://aclanthology.org/2020.wnut-1.3
So,https://aclanthology.org/2020.wnut-1.4
Arabic (Modern Standard),https://aclanthology.org/2020.wnut-1.5
English,https://aclanthology.org/2020.wnut-1.5
English,https://aclanthology.org/2020.wnut-1.7
One,https://aclanthology.org/2020.wnut-1.7
Bengali,https://aclanthology.org/2020.wnut-1.8
English,https://aclanthology.org/2020.wnut-1.8
English,https://aclanthology.org/2020.wnut-1.9
Japanese,https://aclanthology.org/2020.wnut-1.10
So,https://aclanthology.org/2020.wnut-1.12
Dutch,https://aclanthology.org/2020.wnut-1.13
Hindi,https://aclanthology.org/2020.wnut-1.17
English,https://aclanthology.org/2020.wnut-1.18
German,https://aclanthology.org/2020.wnut-1.19
English,https://aclanthology.org/2020.wnut-1.20
Even,https://aclanthology.org/2020.wnut-1.20
French,https://aclanthology.org/2020.wnut-1.20
Italian,https://aclanthology.org/2020.wnut-1.20
Portuguese,https://aclanthology.org/2020.wnut-1.20
Spanish,https://aclanthology.org/2020.wnut-1.20
One,https://aclanthology.org/2020.wnut-1.26
Even,https://aclanthology.org/2020.wnut-1.30
One,https://aclanthology.org/2020.wnut-1.30
English,https://aclanthology.org/2020.wnut-1.32
One,https://aclanthology.org/2020.wnut-1.34
English,https://aclanthology.org/2020.wnut-1.41
English,https://aclanthology.org/2020.wnut-1.42
One,https://aclanthology.org/2020.wnut-1.43
English,https://aclanthology.org/2020.wnut-1.44
Day,https://aclanthology.org/2020.wnut-1.45
So,https://aclanthology.org/2020.wnut-1.45
English,https://aclanthology.org/2020.wnut-1.46
English,https://aclanthology.org/2020.wnut-1.47
English,https://aclanthology.org/2020.wnut-1.50
English,https://aclanthology.org/2020.wnut-1.51
English,https://aclanthology.org/2020.wnut-1.53
English,https://aclanthology.org/2020.wnut-1.54
English,https://aclanthology.org/2020.wnut-1.55
English,https://aclanthology.org/2020.wnut-1.56
English,https://aclanthology.org/2020.wnut-1.58
Even,https://aclanthology.org/2020.wnut-1.59
English,https://aclanthology.org/2020.wnut-1.62
English,https://aclanthology.org/2020.wnut-1.64
English,https://aclanthology.org/2020.wnut-1.65
English,https://aclanthology.org/2020.wnut-1.66
English,https://aclanthology.org/2020.wnut-1.67
English,https://aclanthology.org/2020.wnut-1.68
English,https://aclanthology.org/2020.wnut-1.69
English,https://aclanthology.org/2020.wnut-1.71
English,https://aclanthology.org/2020.wnut-1.72
English,https://aclanthology.org/2020.wnut-1.73
English,https://aclanthology.org/2020.wnut-1.74
One,https://aclanthology.org/2020.wnut-1.75
English,https://aclanthology.org/2020.wmt-1.3
German,https://aclanthology.org/2020.wmt-1.3
English,https://aclanthology.org/2020.wmt-1.6
Khmer,https://aclanthology.org/2020.wmt-1.6
Pashto,https://aclanthology.org/2020.wmt-1.6
English,https://aclanthology.org/2020.wmt-1.8
One,https://aclanthology.org/2020.wmt-1.8
Tamil,https://aclanthology.org/2020.wmt-1.8
Tamil,https://aclanthology.org/2020.wmt-1.9
English,https://aclanthology.org/2020.wmt-1.11
Japanese,https://aclanthology.org/2020.wmt-1.11
English,https://aclanthology.org/2020.wmt-1.12
German,https://aclanthology.org/2020.wmt-1.12
Japanese,https://aclanthology.org/2020.wmt-1.12
Czech,https://aclanthology.org/2020.wmt-1.16
English,https://aclanthology.org/2020.wmt-1.16
Polish,https://aclanthology.org/2020.wmt-1.16
Czech,https://aclanthology.org/2020.wmt-1.17
English,https://aclanthology.org/2020.wmt-1.17
English,https://aclanthology.org/2020.wmt-1.18
German,https://aclanthology.org/2020.wmt-1.18
Hindi,https://aclanthology.org/2020.wmt-1.19
Tamil,https://aclanthology.org/2020.wmt-1.19
English,https://aclanthology.org/2020.wmt-1.22
German,https://aclanthology.org/2020.wmt-1.22
Polish,https://aclanthology.org/2020.wmt-1.22
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.22
Sorbian,https://aclanthology.org/2020.wmt-1.22
One,https://aclanthology.org/2020.wmt-1.28
Czech,https://aclanthology.org/2020.wmt-1.30
English,https://aclanthology.org/2020.wmt-1.30
French,https://aclanthology.org/2020.wmt-1.30
German,https://aclanthology.org/2020.wmt-1.30
Japanese,https://aclanthology.org/2020.wmt-1.30
Pashto,https://aclanthology.org/2020.wmt-1.30
Russian,https://aclanthology.org/2020.wmt-1.30
Tamil,https://aclanthology.org/2020.wmt-1.30
English,https://aclanthology.org/2020.wmt-1.34
German,https://aclanthology.org/2020.wmt-1.34
English,https://aclanthology.org/2020.wmt-1.35
One,https://aclanthology.org/2020.wmt-1.35
Russian,https://aclanthology.org/2020.wmt-1.35
One,https://aclanthology.org/2020.wmt-1.38
Czech,https://aclanthology.org/2020.wmt-1.39
English,https://aclanthology.org/2020.wmt-1.39
German,https://aclanthology.org/2020.wmt-1.39
Polish,https://aclanthology.org/2020.wmt-1.39
Russian,https://aclanthology.org/2020.wmt-1.39
Czech,https://aclanthology.org/2020.wmt-1.40
English,https://aclanthology.org/2020.wmt-1.40
German,https://aclanthology.org/2020.wmt-1.40
Russian,https://aclanthology.org/2020.wmt-1.40
Czech,https://aclanthology.org/2020.wmt-1.41
English,https://aclanthology.org/2020.wmt-1.41
Even,https://aclanthology.org/2020.wmt-1.41
One,https://aclanthology.org/2020.wmt-1.42
Hindi,https://aclanthology.org/2020.wmt-1.43
Marathi,https://aclanthology.org/2020.wmt-1.43
Hindi,https://aclanthology.org/2020.wmt-1.44
Marathi,https://aclanthology.org/2020.wmt-1.44
Hindi,https://aclanthology.org/2020.wmt-1.45
Marathi,https://aclanthology.org/2020.wmt-1.45
Hindi,https://aclanthology.org/2020.wmt-1.46
Marathi,https://aclanthology.org/2020.wmt-1.46
Portuguese,https://aclanthology.org/2020.wmt-1.46
Spanish,https://aclanthology.org/2020.wmt-1.46
Hindi,https://aclanthology.org/2020.wmt-1.48
Marathi,https://aclanthology.org/2020.wmt-1.48
Catalan,https://aclanthology.org/2020.wmt-1.50
Hindi,https://aclanthology.org/2020.wmt-1.50
Marathi,https://aclanthology.org/2020.wmt-1.50
Portuguese,https://aclanthology.org/2020.wmt-1.50
Slovene,https://aclanthology.org/2020.wmt-1.50
Spanish,https://aclanthology.org/2020.wmt-1.50
Hindi,https://aclanthology.org/2020.wmt-1.52
Marathi,https://aclanthology.org/2020.wmt-1.52
One,https://aclanthology.org/2020.wmt-1.52
Even,https://aclanthology.org/2020.wmt-1.53
Catalan,https://aclanthology.org/2020.wmt-1.54
One,https://aclanthology.org/2020.wmt-1.54
Portuguese,https://aclanthology.org/2020.wmt-1.54
Spanish,https://aclanthology.org/2020.wmt-1.54
English,https://aclanthology.org/2020.wmt-1.56
German,https://aclanthology.org/2020.wmt-1.56
English,https://aclanthology.org/2020.wmt-1.57
French,https://aclanthology.org/2020.wmt-1.57
German,https://aclanthology.org/2020.wmt-1.57
Italian,https://aclanthology.org/2020.wmt-1.57
Spanish,https://aclanthology.org/2020.wmt-1.57
English,https://aclanthology.org/2020.wmt-1.59
German,https://aclanthology.org/2020.wmt-1.59
One,https://aclanthology.org/2020.wmt-1.59
Even,https://aclanthology.org/2020.wmt-1.62
One,https://aclanthology.org/2020.wmt-1.63
English,https://aclanthology.org/2020.wmt-1.64
Even,https://aclanthology.org/2020.wmt-1.64
So,https://aclanthology.org/2020.wmt-1.65
English,https://aclanthology.org/2020.wmt-1.66
So,https://aclanthology.org/2020.wmt-1.66
English,https://aclanthology.org/2020.wmt-1.67
Thompson,https://aclanthology.org/2020.wmt-1.67
Even,https://aclanthology.org/2020.wmt-1.71
Even,https://aclanthology.org/2020.wmt-1.73
English,https://aclanthology.org/2020.wmt-1.75
German,https://aclanthology.org/2020.wmt-1.75
Basque,https://aclanthology.org/2020.wmt-1.76
Italian,https://aclanthology.org/2020.wmt-1.76
Russian,https://aclanthology.org/2020.wmt-1.76
German,https://aclanthology.org/2020.wmt-1.80
Low German,https://aclanthology.org/2020.wmt-1.80
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.80
Sorbian,https://aclanthology.org/2020.wmt-1.80
English,https://aclanthology.org/2020.wmt-1.86
French,https://aclanthology.org/2020.wmt-1.86
German,https://aclanthology.org/2020.wmt-1.86
English,https://aclanthology.org/2020.wmt-1.90
Portuguese,https://aclanthology.org/2020.wmt-1.90
English,https://aclanthology.org/2020.wmt-1.92
French,https://aclanthology.org/2020.wmt-1.92
Basque,https://aclanthology.org/2020.wmt-1.96
English,https://aclanthology.org/2020.wmt-1.96
Spanish,https://aclanthology.org/2020.wmt-1.96
English,https://aclanthology.org/2020.wmt-1.98
Even,https://aclanthology.org/2020.wmt-1.98
Thompson,https://aclanthology.org/2020.wmt-1.98
English,https://aclanthology.org/2020.wmt-1.102
German,https://aclanthology.org/2020.wmt-1.102
One,https://aclanthology.org/2020.wmt-1.104
Khmer,https://aclanthology.org/2020.wmt-1.106
Pashto,https://aclanthology.org/2020.wmt-1.106
English,https://aclanthology.org/2020.wmt-1.109
So,https://aclanthology.org/2020.wmt-1.112
Mae,https://aclanthology.org/2020.wmt-1.114
Mae,https://aclanthology.org/2020.wmt-1.120
Even,https://aclanthology.org/2020.wmt-1.125
So,https://aclanthology.org/2020.wmt-1.126
German,https://aclanthology.org/2020.wmt-1.128
Low German,https://aclanthology.org/2020.wmt-1.128
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.128
Sorbian,https://aclanthology.org/2020.wmt-1.128
German,https://aclanthology.org/2020.wmt-1.129
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.129
Sorbian,https://aclanthology.org/2020.wmt-1.129
Sorbian,https://aclanthology.org/2020.wmt-1.130
Czech,https://aclanthology.org/2020.wmt-1.131
German,https://aclanthology.org/2020.wmt-1.131
Low German,https://aclanthology.org/2020.wmt-1.131
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.131
Sorbian,https://aclanthology.org/2020.wmt-1.131
Sorbian,https://aclanthology.org/2020.wmt-1.132
German,https://aclanthology.org/2020.wmt-1.133
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.133
Sorbian,https://aclanthology.org/2020.wmt-1.133
English,https://aclanthology.org/2020.wmt-1.134
German,https://aclanthology.org/2020.wmt-1.134
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.134
Sorbian,https://aclanthology.org/2020.wmt-1.134
German,https://aclanthology.org/2020.wmt-1.135
Sorbian (Upper),https://aclanthology.org/2020.wmt-1.135
Sorbian,https://aclanthology.org/2020.wmt-1.135
One,https://aclanthology.org/2020.wmt-1.136
Even,https://aclanthology.org/2020.wmt-1.141
Amharic,https://aclanthology.org/2020.winlp-1.1
Amharic,https://aclanthology.org/2020.winlp-1.2
Amharic,https://aclanthology.org/2020.winlp-1.3
Amharic,https://aclanthology.org/2020.winlp-1.4
Even,https://aclanthology.org/2020.winlp-1.4
One,https://aclanthology.org/2020.winlp-1.4
Amharic,https://aclanthology.org/2020.winlp-1.5
One,https://aclanthology.org/2020.winlp-1.5
Wolaytta,https://aclanthology.org/2020.winlp-1.5
English,https://aclanthology.org/2020.winlp-1.6
Portuguese,https://aclanthology.org/2020.winlp-1.6
Amharic,https://aclanthology.org/2020.winlp-1.8
So,https://aclanthology.org/2020.winlp-1.8
One,https://aclanthology.org/2020.winlp-1.9
Even,https://aclanthology.org/2020.winlp-1.10
Wolaytta,https://aclanthology.org/2020.winlp-1.10
Tigrinya,https://aclanthology.org/2020.winlp-1.12
English,https://aclanthology.org/2020.winlp-1.13
Portuguese,https://aclanthology.org/2020.winlp-1.16
English,https://aclanthology.org/2020.winlp-1.17
German,https://aclanthology.org/2020.winlp-1.17
One,https://aclanthology.org/2020.winlp-1.17
So,https://aclanthology.org/2020.winlp-1.17
French,https://aclanthology.org/2020.winlp-1.21
Broken,https://aclanthology.org/2020.winlp-1.22
Spanish,https://aclanthology.org/2020.winlp-1.22
One,https://aclanthology.org/2020.winlp-1.23
Urdu,https://aclanthology.org/2020.winlp-1.23
Polish,https://aclanthology.org/2020.winlp-1.28
English,https://aclanthology.org/2020.winlp-1.36
Spanish,https://aclanthology.org/2020.winlp-1.36
Day,https://aclanthology.org/2020.winlp-1.37
English,https://aclanthology.org/2020.winlp-1.38
French,https://aclanthology.org/2020.winlp-1.38
Hausa,https://aclanthology.org/2020.winlp-1.38
One,https://aclanthology.org/2020.winlp-1.39
English,https://aclanthology.org/2020.winlp-1.40
Swahili,https://aclanthology.org/2020.winlp-1.40
Turkish,https://aclanthology.org/2020.winlp-1.40
Urdu,https://aclanthology.org/2020.winlp-1.41
Lü,https://aclanthology.org/2020.wildre-1.1
Marathi,https://aclanthology.org/2020.wildre-1.1
One,https://aclanthology.org/2020.wildre-1.2
Tamil,https://aclanthology.org/2020.wildre-1.2
English,https://aclanthology.org/2020.wildre-1.3
Tamil,https://aclanthology.org/2020.wildre-1.4
Malayalam,https://aclanthology.org/2020.wildre-1.5
One,https://aclanthology.org/2020.wildre-1.5
Even,https://aclanthology.org/2020.wildre-1.6
Bhojpuri,https://aclanthology.org/2020.wildre-1.7
Hindi,https://aclanthology.org/2020.wildre-1.8
Telugu,https://aclanthology.org/2020.wildre-1.8
English,https://aclanthology.org/2020.wildre-1.9
Hindi,https://aclanthology.org/2020.wildre-1.9
Konkani,https://aclanthology.org/2020.wildre-1.9
Marathi,https://aclanthology.org/2020.wildre-1.9
Polish,https://aclanthology.org/2020.wildre-1.10
Bengali,https://aclanthology.org/2020.wildre-1.12
Dutch,https://aclanthology.org/2020.wildre-1.12
English,https://aclanthology.org/2020.wildre-1.12
German,https://aclanthology.org/2020.wildre-1.12
Hindi,https://aclanthology.org/2020.wildre-1.12
Hungarian,https://aclanthology.org/2020.wildre-1.12
Marathi,https://aclanthology.org/2020.wildre-1.12
Malayalam,https://aclanthology.org/2020.wildre-1.12
Spanish,https://aclanthology.org/2020.wildre-1.12
Telugu,https://aclanthology.org/2020.wildre-1.12
Tamil,https://aclanthology.org/2020.wildre-1.12
English,https://aclanthology.org/2020.webnlg-1.2
Lü,https://aclanthology.org/2020.webnlg-1.2
Beng,https://aclanthology.org/2020.webnlg-1.3
One,https://aclanthology.org/2020.webnlg-1.4
English,https://aclanthology.org/2020.webnlg-1.7
Russian,https://aclanthology.org/2020.webnlg-1.7
English,https://aclanthology.org/2020.webnlg-1.10
English,https://aclanthology.org/2020.webnlg-1.12
One,https://aclanthology.org/2020.webnlg-1.12
Russian,https://aclanthology.org/2020.webnlg-1.12
English,https://aclanthology.org/2020.webnlg-1.13
Russian,https://aclanthology.org/2020.webnlg-1.13
English,https://aclanthology.org/2020.webnlg-1.14
English,https://aclanthology.org/2020.webnlg-1.15
English,https://aclanthology.org/2020.webnlg-1.16
One,https://aclanthology.org/2020.webnlg-1.16
English,https://aclanthology.org/2020.webnlg-1.18
English,https://aclanthology.org/2020.webnlg-1.20
Russian,https://aclanthology.org/2020.webnlg-1.20
English,https://aclanthology.org/2020.webnlg-1.21
English,https://aclanthology.org/2020.webnlg-1.22
Russian,https://aclanthology.org/2020.webnlg-1.22
English,https://aclanthology.org/2020.wat-1.4
English,https://aclanthology.org/2020.wat-1.6
One,https://aclanthology.org/2020.wat-1.7
Hindi,https://aclanthology.org/2020.wat-1.10
English,https://aclanthology.org/2020.wat-1.11
Hindi,https://aclanthology.org/2020.wat-1.11
One,https://aclanthology.org/2020.wat-1.11
English,https://aclanthology.org/2020.wat-1.14
Hindi,https://aclanthology.org/2020.wat-1.14
Japanese,https://aclanthology.org/2020.wat-1.15
Korean,https://aclanthology.org/2020.wat-1.15
English,https://aclanthology.org/2020.wat-1.17
Japanese,https://aclanthology.org/2020.wat-1.17
One,https://aclanthology.org/2020.wat-1.18
English,https://aclanthology.org/2020.wat-1.20
Hindi,https://aclanthology.org/2020.wat-1.20
Indonesian,https://aclanthology.org/2020.wat-1.20
Malay,https://aclanthology.org/2020.wat-1.20
Thai,https://aclanthology.org/2020.wat-1.20
One,https://aclanthology.org/2020.wat-1.21
German,https://aclanthology.org/2020.wanlp-1.1
English,https://aclanthology.org/2020.wanlp-1.3
Arabic (Egyptian),https://aclanthology.org/2020.wanlp-1.5
Arabic (Modern Standard),https://aclanthology.org/2020.wanlp-1.5
English,https://aclanthology.org/2020.wanlp-1.5
Even,https://aclanthology.org/2020.wanlp-1.5
French,https://aclanthology.org/2020.wanlp-1.5
English,https://aclanthology.org/2020.wanlp-1.6
So,https://aclanthology.org/2020.wanlp-1.11
Arabic (Moroccan),https://aclanthology.org/2020.wanlp-1.14
One,https://aclanthology.org/2020.wanlp-1.14
English,https://aclanthology.org/2020.wanlp-1.15
French,https://aclanthology.org/2020.wanlp-1.15
Arabic (Tunisian),https://aclanthology.org/2020.wanlp-1.16
German,https://aclanthology.org/2020.wanlp-1.16
Arabic (Egyptian),https://aclanthology.org/2020.wanlp-1.17
Arabic (Modern Standard),https://aclanthology.org/2020.wanlp-1.17
Arabic (Tunisian),https://aclanthology.org/2020.wanlp-1.18
English,https://aclanthology.org/2020.wanlp-1.20
One,https://aclanthology.org/2020.wanlp-1.20
Arabic (Modern Standard),https://aclanthology.org/2020.wanlp-1.21
So,https://aclanthology.org/2020.wanlp-1.21
One,https://aclanthology.org/2020.wanlp-1.22
One,https://aclanthology.org/2020.wanlp-1.26
So,https://aclanthology.org/2020.wanlp-1.29
Arabic (Modern Standard),https://aclanthology.org/2020.wanlp-1.32
Nai,https://aclanthology.org/2020.wanlp-1.32
English,https://aclanthology.org/2020.wac-1.2
Polish,https://aclanthology.org/2020.wac-1.2
Russian,https://aclanthology.org/2020.wac-1.2
So,https://aclanthology.org/2020.wac-1.2
French,https://aclanthology.org/2020.wac-1.3
Swedish,https://aclanthology.org/2020.wac-1.3
One,https://aclanthology.org/2020.wac-1.4
Suki,https://aclanthology.org/2020.wac-1.4
English,https://aclanthology.org/2020.wac-1.6
Broken,https://aclanthology.org/2020.wac-1.7
English,https://aclanthology.org/2020.wac-1.7
Even,https://aclanthology.org/2020.wac-1.7
German,https://aclanthology.org/2020.wac-1.8
So,https://aclanthology.org/2020.wac-1.8
One,https://aclanthology.org/2020.vardial-1.1
Romanian,https://aclanthology.org/2020.vardial-1.1
German,https://aclanthology.org/2020.vardial-1.2
One,https://aclanthology.org/2020.vardial-1.2
So,https://aclanthology.org/2020.vardial-1.3
German,https://aclanthology.org/2020.vardial-1.4
Italian,https://aclanthology.org/2020.vardial-1.4
One,https://aclanthology.org/2020.vardial-1.4
Even,https://aclanthology.org/2020.vardial-1.6
Kannada,https://aclanthology.org/2020.vardial-1.6
Malayalam,https://aclanthology.org/2020.vardial-1.6
Telugu,https://aclanthology.org/2020.vardial-1.6
Tamil,https://aclanthology.org/2020.vardial-1.6
One,https://aclanthology.org/2020.vardial-1.7
Zazaki,https://aclanthology.org/2020.vardial-1.7
Basque,https://aclanthology.org/2020.vardial-1.8
Armenian (Eastern),https://aclanthology.org/2020.vardial-1.9
Armenian (Western),https://aclanthology.org/2020.vardial-1.9
One,https://aclanthology.org/2020.vardial-1.9
English,https://aclanthology.org/2020.vardial-1.10
German,https://aclanthology.org/2020.vardial-1.10
Kurmanji,https://aclanthology.org/2020.vardial-1.11
One,https://aclanthology.org/2020.vardial-1.11
Occitan,https://aclanthology.org/2020.vardial-1.13
Italian,https://aclanthology.org/2020.vardial-1.14
English,https://aclanthology.org/2020.vardial-1.15
Even,https://aclanthology.org/2020.vardial-1.17
Moldavian,https://aclanthology.org/2020.vardial-1.17
Romanian,https://aclanthology.org/2020.vardial-1.17
Moldavian,https://aclanthology.org/2020.vardial-1.18
Romanian,https://aclanthology.org/2020.vardial-1.18
One,https://aclanthology.org/2020.vardial-1.19
Romanian,https://aclanthology.org/2020.vardial-1.20
Romanian,https://aclanthology.org/2020.vardial-1.21
