hr_lang,Akan,Atikamekw,Bambara,Bhojpuri,Cantonese,Chichewa,Coptic,Dagbani,Greenlandic (South),Guaraní,Kashmiri,Komi-Zyrian,Koryak,Kurmanji,Madurese,Nanai,Quiché,Romani (Lovari),Rundi,Samoan,Sesotho,Shor,Sranan,Swati,Tabassaran,Tat (Muslim),Tofa,Tsakhur,Tsonga,Udi,Yukaghir (Kolyma)
Guianese French Creole,0.36962644530091904,0.5039830593929616,0.4853641123274631,0.05663430420711974,0.057950530035335686,0.36780467031017106,0.2923076923076923,0.4019751280175567,0.4276009560951063,0.5384615384615384,0.15027187345526447,0.037758830694275276,0.09966268015946028,0.44786729857819907,0.4447278911564626,0.13339824732229796,0.49762066621346024,0.34506659418320196,0.366065067679886,0.4135622317596567,0.38040470425458317,0.08708106559725007,0.5098237341416864,0.36799553944800667,0.03721488595438175,0.06346623270951994,0.04831932773109244,0.10111591892507402,0.3885904073459021,0.03534577387486279,0.058934464875058934
Gujarati,0.5804921434924399,0.5870727034385399,0.5124940504521657,0.6642394822006472,0.16537102473498233,0.5297040244162112,0.38461538461538464,0.5716898317483541,0.5537803497295257,0.5213675213675214,0.36183885318833414,0.05440519691433211,0.1515639374425023,0.4246445497630332,0.4997448979591837,0.23515092502434273,0.424881033310673,0.44985050285403644,0.4755402517216813,0.5819742489270386,0.5419405050155656,0.13506158693784015,0.5622544066464579,0.514078617228882,0.05782312925170068,0.08340113913751017,0.06582633053221289,0.14370302892279663,0.5211487740548989,0.06169045005488474,0.09759547383309759
Hausa,0.8430922027868366,0.8056872037914692,0.8415040456925273,0.03317152103559871,0.09328621908127209,0.833629072325928,0.5076923076923077,0.8579614728115094,0.7655050949805007,0.7841880341880342,0.268413247652002,0.04912708079577751,0.17701625268322602,0.7132701421800948,0.772704081632653,0.23554040895813047,0.8110129163834127,0.6584669747213917,0.8059843267632392,0.8121888412017167,0.8037011414735385,0.13276997994843884,0.7867969013135736,0.7887742774835053,0.06062424969987995,0.0886899918633035,0.06862745098039216,0.15759508084718743,0.8102959851518999,0.06059275521405049,0.09806694955209806
Hawaiian,0.3920841980432849,0.4217001109206413,0.4199190861494526,0.020226537216828478,0.0431095406360424,0.3829228476116119,0.2153846153846154,0.3862472567666423,0.4045791923512391,0.5170940170940171,0.13321799307958476,0.02882663418595209,0.08693652253909843,0.36635071090047394,0.354421768707483,0.11645569620253164,0.4343983684568321,0.3188366403914107,0.3866065067679886,0.44901287553648067,0.4008128675198893,0.059295330850759095,0.43089704726619515,0.3690177492798067,0.035214085634253704,0.05532953620829943,0.042717086834733894,0.09041220678660897,0.3976751001269903,0.031613611416026345,0.05799151343705799
Hebrew (Modern),0.8152238363474652,0.8198043763234849,0.7809376487386959,0.16909385113268607,0.3201413427561837,0.7868549932571509,0.7230769230769231,0.8009022189709827,0.7838721851805258,0.7799145299145299,0.43042511122095894,0.3101908241981324,0.3258203005213125,0.6545023696682465,0.7217687074829932,0.4189873417721519,0.6770904146838885,0.7014134275618374,0.7047019710282593,0.8315021459227467,0.7802663438256658,0.2871670008593526,0.797350398562928,0.7427748350525044,0.25610244097639057,0.3486574450772986,0.28781512605042014,0.3671145524937372,0.7466054508156686,0.2597145993413831,0.34464875058934463
Hindi,0.7739401126593537,0.7696884138348291,0.7238219895287958,1.0,0.2353356890459364,0.7385903896656967,0.6307692307692307,0.7848085832723726,0.7349352119763493,0.7307692307692307,0.5148294611962432,0.13357693869265125,0.22125114995400183,0.5909952606635072,0.6941326530612245,0.3002921129503408,0.6587355540448674,0.642497961402555,0.6654001424839705,0.7843776824034335,0.7467139398132134,0.18733887138355773,0.7411025036488156,0.7051389276089582,0.1132452981192477,0.16273393002441008,0.1638655462184874,0.22455021635162833,0.7183745237862655,0.12096597145993414,0.17774634606317774
Hungarian,0.9271420100800475,0.9401028536855904,0.9395525940028557,0.21197411003236247,0.3392226148409894,0.9207892682234368,0.8615384615384616,0.9333089490368203,0.9209963517423575,0.9444444444444444,0.3788927335640138,0.3706861550954121,0.3754983134007973,0.8436018957345972,0.8965136054421768,0.4480038948393379,0.91162474507138,0.8789752650176679,0.8984801709807647,0.92068669527897,0.9226046350743687,0.33471784588943,0.933984506567868,0.8935043211597435,0.3149259703881553,0.39585028478437756,0.35784313725490197,0.43429742655431564,0.9170655465468399,0.3233809001097695,0.4087694483734088
Icelandic,0.8734805810850874,0.8781889684380357,0.8789861970490243,0.11245954692556634,0.21696113074204948,0.854425438285187,0.676923076923077,0.8616191172884662,0.8923134985532771,0.8760683760683761,0.32204646564508155,0.1904181892001624,0.2582030052131248,0.7336492890995261,0.8295918367346938,0.33242453748782863,0.8048946295037389,0.7495243272628431,0.8123961054381382,0.8847210300429185,0.8548080249048772,0.21526783156688628,0.885483327719771,0.8219496329337422,0.16566626650660263,0.24003254678600489,0.219187675070028,0.2830790252789797,0.8453648529842728,0.16706915477497256,0.2376237623762376
Igbo,0.6208123332345094,0.5202178078047797,0.5685387910518801,0.09627831715210355,0.05441696113074205,0.5801689261125701,0.2153846153846154,0.6172884662277494,0.5390615171719714,0.6303418803418803,0.1633712308452793,0.01664636622005684,0.12212511499540019,0.47014218009478675,0.5015306122448979,0.1528724440116845,0.5723997280761387,0.42946452840445776,0.5376395155545001,0.5745064377682404,0.5800760982359046,0.07476367802921799,0.574379701358482,0.5417712108540098,0.030212084833933575,0.045158665581773796,0.025910364145658265,0.10384878159872467,0.5647162254566768,0.030954994511525797,0.05469118340405469
Indonesian (Jakarta),0.9525644826563889,0.9642028839366744,0.9632317943836268,0.28317152103559873,0.503886925795053,0.950102917169423,0.7692307692307693,0.9693977078761278,0.9373506101396402,0.9636752136752137,0.4309194265941671,0.23954526999593992,0.30366452008586325,0.8530805687203792,0.9788265306122449,0.3822784810126582,0.9367777022433719,0.8697336232671922,0.9365946331037758,0.9501287553648069,0.9483742649602214,0.253079346892008,0.9537442460985741,0.9325341511011987,0.20208083233293317,0.274613506916192,0.24579831932773108,0.3306763835117285,0.9495946077952525,0.21668496158068057,0.29042904290429045
Ingush,0.3950489178772606,0.482807300594938,0.4056401713469776,0.03398058252427184,0.06289752650176679,0.3494925118887075,0.6461538461538462,0.38649109973177276,0.4364070952321047,0.4594017094017094,0.4416707859614434,0.9788875355257816,0.8762649494020239,0.37251184834123224,0.37551020408163266,0.9175267770204479,0.3602991162474507,0.3152351182386518,0.374495369270957,0.42283261802575106,0.36916291940505014,0.9228014895445431,0.4552599079375772,0.3446705696496608,0.982593037214886,0.984947111472742,0.8900560224089635,0.953541334547939,0.3678812151997656,0.9791437980241493,0.9764262140499764
Irish (Munster),0.844871034687222,0.8446102652011697,0.8285340314136126,0.09223300970873786,0.20918727915194346,0.8119809780679963,0.7076923076923077,0.8247988295537674,0.8143162661970059,0.8290598290598291,0.29646564508156203,0.21031262687779131,0.25751303281202087,0.6729857819905213,0.7664115646258504,0.337682570593963,0.7097212780421482,0.7148681706985593,0.7565898836380908,0.8471244635193133,0.8153753026634383,0.2264394156402177,0.8346244526776693,0.7703745005111049,0.1718687474989996,0.24084621643612694,0.22338935574229693,0.2789797312685038,0.7958386245970499,0.17453347969264543,0.2668552569542669
Italian,0.9190631485324637,0.9372794191791872,0.9280104712041884,0.18932038834951456,0.415547703180212,0.9136915324011641,0.7230769230769231,0.9328212631065593,0.9121902126053592,0.9273504273504274,0.3032624814631735,0.17174177831912302,0.26533272002453234,0.8132701421800947,0.8796768707482994,0.3258033106134372,0.8851121685927941,0.8706849687415058,0.8805509380194728,0.9247210300429185,0.9144759598754756,0.20753365797765683,0.9241046368025149,0.8812378031781433,0.15106042416966786,0.20545158665581773,0.17647058823529413,0.27009792757913914,0.9032919800722868,0.15960482985729968,0.21546440358321547
Italian (Genoa),0.6343018084790987,0.7186649188262579,0.7032365540218943,0.03478964401294499,0.06925795053003533,0.60515295620697,0.3076923076923077,0.6266764203852719,0.7141778840105674,0.7564102564102564,0.2009391992090954,0.06008932196508323,0.1527905550444649,0.6388625592417062,0.6429421768707483,0.2104186952288218,0.5656016315431679,0.650516444686056,0.5978389931132747,0.697510729613734,0.6352473192666898,0.13534803781151533,0.7281913102054564,0.5887928631168107,0.062424969987995196,0.09438567941415785,0.0861344537815126,0.14575267592803462,0.6129725505519195,0.06081229418221734,0.10278170674210278
Japanese,0.7457011562407353,0.7764444892608652,0.7223940980485483,0.1488673139158576,0.8777385159010601,0.7300731066789694,0.7076923076923077,0.7643257742014143,0.7216002012831803,0.7542735042735043,0.2907810182896688,0.08241981323589119,0.19840539711744865,0.6037914691943128,0.674404761904762,0.27682570593963,0.6390210740992522,0.6170154933405817,0.6683685585371646,0.7606008583690987,0.7301971636112072,0.15711830421082784,0.740204333670147,0.6856240126382307,0.08463385354141657,0.11269324654190399,0.10714285714285714,0.19562741972215897,0.7034287388883462,0.09418221734357848,0.1324846770391325
Javanese,0.9224725763415357,0.9418170817787638,0.9462160875773441,0.28883495145631066,0.3512367491166078,0.9234154304776776,0.6461538461538462,0.9386734942696903,0.910554786765631,0.9273504273504274,0.39236282748393475,0.1758018676410881,0.2501533272002453,0.8383886255924171,0.9719387755102041,0.3201557935735151,0.9191026512576479,0.8184289209024191,0.9053668962241748,0.9491845493562232,0.9219993081978554,0.20495560011458036,0.9326372515998653,0.9002880773162345,0.14665866346538614,0.2046379170056957,0.19467787114845939,0.26007743110908677,0.9242942268242649,0.1486278814489572,0.2131070249882131
Kabardian,0.41928550252001184,0.48784914792780076,0.4582341742027606,0.032362459546925564,0.05017667844522968,0.39335651927035276,0.4153846153846154,0.44537917581077785,0.46911561202667,0.5705128205128205,0.39891250617894214,0.9301664636622006,0.817080650107329,0.5554502369668246,0.4413265306122449,0.8848101265822785,0.5057783820530252,0.3695297635226964,0.4460935644739967,0.435450643776824,0.4146489104116223,0.8706674305356631,0.5040979005276749,0.41213641854846206,0.9217687074829932,0.9552481692432873,0.8151260504201681,0.943293099521749,0.42131483833154243,0.948847420417124,0.9523809523809523
Kabiyé,0.4825081529795434,0.5994756478773823,0.5972156116135173,0.032362459546925564,0.05653710247349823,0.4837816736461069,0.2153846153846154,0.5190197512801755,0.5239652786514027,0.6431623931623932,0.1490360850222442,0.030450669914738125,0.11514872738423797,0.5265402843601896,0.5056122448979592,0.1584225900681597,0.5982324949014276,0.3962353900516445,0.48444549988126334,0.5084978540772532,0.48893116568661366,0.1029790890862217,0.5707870214438082,0.46584889880122665,0.03461384553821529,0.05614320585842148,0.036414565826330535,0.10407652015486221,0.5062029891569796,0.031174533479692644,0.061291843470061294
Kannada,0.6537948413874889,0.6642129676313401,0.5957877201332699,0.44741100323624594,0.192226148409894,0.6175739938959471,0.5230769230769231,0.6656912948061449,0.6247326707761983,0.6239316239316239,0.3116658428077113,0.07023954526999594,0.1842226310947562,0.4938388625592417,0.5663265306122449,0.2694255111976631,0.5370496261046906,0.5228322913835282,0.5466635003562099,0.6642918454935622,0.6260809408509166,0.15224863935835004,0.6389356685752778,0.5751324226373014,0.069827931172469,0.10984540276647681,0.08543417366946779,0.16989296287861536,0.5991989840773664,0.07947310647639956,0.12116925978312117
Karachay-Balkar,0.29128372368811145,0.3906423313502067,0.30580675868633983,0.02750809061488673,0.0558303886925795,0.2543118745120307,0.4,0.27968788100463304,0.3610517046169329,0.33547008547008544,0.39236282748393475,0.9395046691027202,0.791245016865992,0.26919431279620853,0.2842687074829932,0.8629016553067186,0.2433718558803535,0.23973905952704538,0.2741629066729993,0.32,0.27213766862677274,0.8978802635348038,0.3726282699000786,0.259734225443732,0.9247699079631853,0.95240032546786,0.8739495798319328,0.9054884992029151,0.26394451499462734,0.954774972557629,0.9467232437529467
Karakalpak,0.44263267121257044,0.4562871836240799,0.5155878153260353,0.025889967637540454,0.053003533568904596,0.4320391795017389,0.2,0.46196049743964884,0.5185557931815322,0.5662393162393162,0.19105289174493326,0.17864393016646365,0.17210978227537566,0.5587677725118484,0.4738095238095238,0.21596884128529698,0.6220258327668253,0.4037782005979886,0.4668724768463548,0.46334763948497854,0.4414562435143549,0.19507304497278716,0.5320534411137308,0.43183718985224423,0.14605842336934774,0.21643612693246542,0.2934173669467787,0.22796629469369165,0.46322164696688484,0.15433589462129527,0.2116925978312117
Kazakh,0.622072339163949,0.6655238479378844,0.5829366968110423,0.04449838187702265,0.11307420494699646,0.5749166016040883,0.49230769230769234,0.6113143135820531,0.6210844131337275,0.6410256410256411,0.4799802273850717,0.9679252943564759,0.8318767249310027,0.5151658767772512,0.5565476190476191,0.9414800389483934,0.5424881033310673,0.5121636314215819,0.5340774162906673,0.6334763948497855,0.5855240401245244,0.9445717559438557,0.6336589199506006,0.5400055756899916,0.9263705482192878,0.9825061025223759,0.9719887955182073,0.9237075836939194,0.559929666894598,0.9464324917672887,0.9613389910419613
Khakas,0.0925733768158909,0.0927699909246748,0.08638743455497382,0.019417475728155338,0.019787985865724382,0.0745262261338633,0.26153846153846155,0.0949768349183126,0.11057994716316517,0.17735042735042736,0.2065002471576866,0.6463662200568413,0.4320760502913217,0.12843601895734597,0.09124149659863946,0.47555988315481984,0.11284840244731476,0.07379722750747486,0.08572785561624317,0.08995708154506438,0.0813732272570045,0.5478372959037525,0.10800493993488268,0.07610816838583774,0.5816326530612245,0.6273393002441009,0.7030812324929971,0.5943976315190161,0.07697567646771515,0.6028540065861691,0.6793965110796794
Khmer,0.7199822116809962,0.6988000403347787,0.6657544026653974,0.11893203883495146,0.3823321554770318,0.6902548087160196,0.7692307692307693,0.7123872226286272,0.6551767517926783,0.7029914529914529,0.23863074641621354,0.07551766138855055,0.17509966268015947,0.5393364928909953,0.6344387755102041,0.22424537487828627,0.5907545887151597,0.5934357162272357,0.6057943481358348,0.7654077253218884,0.6919750951227949,0.13133772558006301,0.6948467497473897,0.6360932998791934,0.07242897158863545,0.10333604556550041,0.10084033613445378,0.170576178547028,0.6590798085376575,0.07639956092206367,0.12116925978312117
Kinyarwanda,0.5446931514971836,0.4976303317535545,0.5683008091385054,0.06472491909385113,0.07632508833922262,0.5449641564340976,0.47692307692307695,0.5680321872713973,0.5206944269719461,0.6474358974358975,0.21144340088976768,0.07632967925294357,0.1339313094142901,0.5322274881516588,0.5174319727891157,0.17108081791626095,0.5622025832766825,0.40839902147322643,0.7384231773925434,0.5292703862660945,0.5415081286751989,0.0989687768547694,0.5447400920624228,0.5545952978347737,0.0666266506602641,0.10537021969080554,0.10714285714285714,0.15190161694374857,0.5702842629676663,0.07135016465422613,0.12258368694012259
Kirghiz,0.646827749777646,0.6832711505495613,0.6192289386006663,0.06472491909385113,0.12791519434628976,0.6097664844914472,0.5230769230769231,0.6272860277980981,0.6441061768775946,0.6495726495726496,0.49604547701433516,0.949654892407633,0.8187672493100276,0.5123222748815166,0.5752551020408163,0.9457643622200584,0.5411284840244731,0.523851590106007,0.5574685347898362,0.6570815450643777,0.6073158076790038,0.9266685763391578,0.6635230717413271,0.5543165133351919,0.9171668667466987,0.9804719283970708,0.9061624649859944,0.9186973354588932,0.5848393083911302,0.9481888035126235,0.9660537482319661
Komi-Permyak,0.3098132226504595,0.3956841786830695,0.33460257020466444,0.020226537216828478,0.03745583038869258,0.2717013272765988,0.46153846153846156,0.2888319921970251,0.3989181029060259,0.41239316239316237,0.3592436974789916,0.9524969549330086,0.6851425942962281,0.29289099526066353,0.3125,0.7743914313534567,0.3086335825968729,0.24755368306605055,0.2933982426976965,0.3439484978540773,0.2987720511933587,0.7815812088226869,0.3754350510834175,0.2615927887742775,0.810124049619848,0.8694060211554109,0.7205882352941176,0.8075609200637668,0.28846341701670414,0.845225027442371,0.8877887788778878
Kumyk,0.08656981915209012,0.0790561661792881,0.08603046168491195,0.019417475728155338,0.02120141342756184,0.07133224501384058,0.2153846153846154,0.08949036820287734,0.10038998616178135,0.23076923076923078,0.24555116164112703,0.7795371498172959,0.5273689052437902,0.15450236966824646,0.07899659863945578,0.5509250243427458,0.14683888511216858,0.07413699374830117,0.08584659225837094,0.08566523605150214,0.07549290902801799,0.6836150100257806,0.09284832154485237,0.07443546138834681,0.7496998799519808,0.8047192839707079,0.7773109243697479,0.7374174447734001,0.08078538634365537,0.772338090010977,0.7708628005657708
Kurdish (Central),0.6236288170767862,0.6465665019663205,0.5826987148976678,0.07686084142394822,0.2706713780918728,0.5922350770104337,0.676923076923077,0.6071689831748354,0.609762234243301,0.5854700854700855,0.5017301038062284,0.09581810799837596,0.17034651947255444,0.5924170616113744,0.5336734693877551,0.23222979552093476,0.4969408565601632,0.48260396846969283,0.5273094276893849,0.6367381974248927,0.5908855067450709,0.1420796333428817,0.6181654878185696,0.5483691106774463,0.0858343337334934,0.12652563059397884,0.11834733893557423,0.1785470280118424,0.5590505030770734,0.08737650933040615,0.13955681282413956
Ladin,0.38333827453305663,0.4374306745991731,0.45287958115183247,0.023462783171521034,0.03816254416961131,0.36524948541415286,0.26153846153846155,0.3944159960985126,0.43376525349100514,0.5491452991452992,0.12716262975778547,0.021112464474218433,0.0946028825513646,0.4317535545023697,0.43537414965986393,0.12950340798442064,0.39768864717878993,0.40887469421038325,0.37781999525053434,0.4291845493562232,0.39475959875475614,0.07232884560297909,0.500505220613001,0.35321996097017005,0.028811524609843937,0.04597233523189585,0.03081232492997199,0.09451150079708495,0.3855621764188727,0.02810098792535675,0.055634134842055635
Ladino,0.583530981322265,0.598568115357467,0.6493336506425512,0.02750809061488673,0.08197879858657244,0.5732841223649656,0.2923076923076923,0.5820531577663984,0.6068687885268588,0.7307692307692307,0.2045229856648542,0.06699147381242387,0.14619748543391597,0.628436018957346,0.6329931972789116,0.18042843232716652,0.6730115567641061,0.5823593367762979,0.5675611493706958,0.6178540772532188,0.5881182981667243,0.1168719564594672,0.6712697878073426,0.5454883375151008,0.06422569027611044,0.09641985353946297,0.08683473389355742,0.14506946025962195,0.5851323629969718,0.0601536772777168,0.10419613389910419
Lak,0.20552920249036466,0.23222748815165878,0.18265111851499286,0.021844660194174758,0.024734982332155476,0.15913123713535382,0.2923076923076923,0.18178493050475494,0.250849163416782,0.19444444444444445,0.36455758774097874,0.8611449451887941,0.6676632934682613,0.16587677725118483,0.2026360544217687,0.7822784810126582,0.14547926580557444,0.14011959771677085,0.1523391118499169,0.21965665236051501,0.18064683500518852,0.7466342022343169,0.2417199955091501,0.1474770002787845,0.8701480592236894,0.8905614320585842,0.6680672268907563,0.8223639262127078,0.1705577805997851,0.8597145993413831,0.8698727015558698
Lao,0.4930329083901571,0.4905717454875466,0.44526415992384577,0.061488673139158574,0.12367491166077739,0.4617077152388388,0.49230769230769234,0.47963911241160695,0.4702478299157127,0.4636752136752137,0.18536826495304004,0.04790905399918798,0.12956148420729838,0.36824644549763036,0.42304421768707484,0.19542356377799416,0.3745751189666893,0.363210111443327,0.38969365946331036,0.5698712446351931,0.474922172258734,0.11515325121741621,0.5038733580330077,0.4198494563702258,0.051420568227290915,0.07607811228641172,0.06722689075630252,0.12685037576861763,0.44534531601054994,0.05290889132821076,0.0891089108910891
Latvian,0.9040913133708864,0.9167086820611072,0.9107567824845312,0.2273462783171521,0.3335689045936396,0.8897011853218824,0.7692307692307693,0.8972201901975128,0.9038872814190464,0.9230769230769231,0.42671774592189815,0.37921234267153875,0.36614535418583255,0.7753554502369668,0.8660714285714286,0.465238558909445,0.8470428280081577,0.8753057896167437,0.8557349798147709,0.9223175965665236,0.889744033206503,0.33156688627900316,0.9166947344785,0.8652541585354521,0.3083233293317327,0.4064279902359642,0.3543417366946779,0.4181279890685493,0.8813128846341701,0.3132821075740944,0.4134842055634135
Lezgian,0.3001778831900385,0.386407179590602,0.31699190861494525,0.030744336569579287,0.04098939929328622,0.2606288593938534,0.47692307692307695,0.29200195074372104,0.37099006164297393,0.3717948717948718,0.4134948096885813,0.9411287048315063,0.7951548604722478,0.3341232227488152,0.31232993197278913,0.8733203505355404,0.2882392929979606,0.2420494699646643,0.27855616243172643,0.3303862660944206,0.2845901072293324,0.8649384130621598,0.3731896261367464,0.25406560728556826,0.9581832733093237,0.9869812855980472,0.7766106442577031,0.9114097016624915,0.28035557292175445,0.9523600439077936,0.9283356907119283
Lithuanian,0.8832641565372072,0.9141877583946758,0.9040932889100428,0.17718446601941748,0.3371024734982332,0.8816807438427142,0.6615384615384615,0.8910021945866862,0.8877846269971066,0.9551282051282052,0.35479485912011866,0.38205440519691436,0.3685219257896351,0.7796208530805687,0.8702380952380953,0.44031158714703017,0.8742352141400408,0.8234574612666485,0.8576347660888151,0.9000858369098712,0.8795399515738499,0.33829848181036953,0.9086112046704838,0.84759780689527,0.3135254101640656,0.41334418226200165,0.3382352941176471,0.4299703939877021,0.8821920484516949,0.33150384193194293,0.4087694483734088
Low German,0.8457604506374148,0.874760512251689,0.8473346025702047,0.03559870550161812,0.1469964664310954,0.832848321385478,0.5230769230769231,0.8385759570836382,0.8642596553025538,0.8290598290598291,0.24295600593178449,0.1368250101502233,0.23060410916896656,0.7175355450236967,0.7987244897959184,0.2976630963972736,0.7709041468388851,0.7433405816798043,0.7865115174542864,0.8408583690987125,0.8340539605672778,0.18604984245201947,0.8785225103850903,0.7973236688040145,0.12705082032813125,0.17697314890154597,0.16596638655462184,0.23935322250056934,0.8226042785972453,0.12162458836443468,0.19000471475719
Luganda,0.5507708271568337,0.4735303015024705,0.542836744407425,0.020226537216828478,0.051590106007067135,0.5515650507488111,0.3384615384615385,0.6085101194830529,0.5059755944143918,0.6282051282051282,0.14223924864063273,0.015834348355663823,0.11369211898190738,0.490521327014218,0.47465986394557824,0.14615384615384616,0.6036709721278042,0.38597444957868987,0.588815008311565,0.4966523605150215,0.5338983050847458,0.06917788599255227,0.5115078028516897,0.5550599386674101,0.02921168467386955,0.03946297803091944,0.023109243697478993,0.10680938282851286,0.5740939728436065,0.03358946212952799,0.056577086280056574
Luxemburgeois,0.8560628520604803,0.883835837450842,0.8592336982389338,0.09466019417475728,0.192226148409894,0.8283767478174462,0.47692307692307695,0.8380882711533773,0.8435023273367719,0.8311965811965812,0.3051161641127039,0.2545676004872107,0.28840846366145356,0.7218009478672985,0.7958333333333333,0.36358325219084714,0.7552685248130524,0.7536694754009242,0.7687010211351223,0.8520171673819742,0.826530612244898,0.2525064451446577,0.8716739642977434,0.7869157141529598,0.2110844337735094,0.28437754271765664,0.25,0.3238442268276019,0.8053140568525935,0.213172338090011,0.28854314002828857
Macedonian,0.8179662021938927,0.8171826157103963,0.7741551642075202,0.10679611650485436,0.2911660777385159,0.7779118461210873,0.6,0.7894415996098513,0.7790917096490124,0.7585470085470085,0.522985664854177,0.806739748274462,0.7689359092302974,0.6549763033175355,0.7297619047619047,0.8663096397273612,0.7022433718558804,0.6995786898613754,0.7079078603657089,0.8254077253218884,0.7762020062262193,0.7769979948438843,0.799146738520265,0.7303224607378497,0.8497398959583834,0.8962571196094385,0.6477591036414566,0.8346618082441357,0.7442610139689362,0.849615806805708,0.8161244695898161
Malay,0.9392232434034984,0.9483714833114854,0.9516896715849595,0.24514563106796117,0.4777385159010601,0.940733905884023,0.8,0.9585466959278225,0.9226317775820858,0.9230769230769231,0.4647800296589224,0.17742590336987413,0.26793928242870285,0.8260663507109005,0.9697278911564626,0.34138266796494643,0.9374575118966689,0.8474449578689861,0.9213963429114225,0.9457510729613734,0.9364406779661016,0.21798911486680034,0.940833052655215,0.9241706161137441,0.14925970388155263,0.2111472742066721,0.20378151260504201,0.281940332498292,0.9344534531601055,0.16311745334796926,0.23809523809523808
Malayalam,0.8351615772309516,0.8211152566300293,0.7964064731080438,0.6181229773462783,0.23109540636042403,0.8138973667400099,0.8307692307692308,0.8432089734211168,0.8024908793558938,0.8034188034188035,0.4694760257043994,0.1555014210312627,0.24026372278442196,0.6516587677725119,0.76828231292517,0.32005842259006817,0.7382732834806254,0.6889779831475945,0.7454286392780812,0.8398283261802575,0.8070736769283985,0.20151818963047838,0.7944313461322555,0.7682371526809776,0.1364545818327331,0.20056956875508544,0.18137254901960784,0.25370075153723526,0.7923219693269512,0.14357848518111965,0.21216407355021216
Maltese,0.7595612214645716,0.7571846324493294,0.7696335078534031,0.029935275080906147,0.10671378091872792,0.7439846688906239,0.4,0.7599366008290661,0.7622342433010442,0.7905982905982906,0.23121601581809195,0.1274868047097036,0.20231524072370438,0.6725118483412322,0.7363945578231292,0.25832521908471273,0.7899388171312033,0.6859200869801576,0.6860603182142009,0.7611158798283262,0.7378934624697336,0.16370667430535663,0.7976872123049287,0.7061611374407583,0.11224489795918367,0.1562245728234337,0.14915966386554622,0.21339102710088817,0.7323434599980463,0.10735455543358946,0.16407355021216408
Mansi,0.056922620812333236,0.0569728748613492,0.045335554497858165,0.01779935275080906,0.019787985865724382,0.03996025267939527,0.2153846153846154,0.04815898561326506,0.07183293496037238,0.057692307692307696,0.1832674246169056,0.6776289078359724,0.38362465501379944,0.06587677725118483,0.047704081632653064,0.4664070107108082,0.038069340584636305,0.04104376189181843,0.03692709570173355,0.059313304721030045,0.04574541681079211,0.47192781437983383,0.060401931065454134,0.04098132143852802,0.5348139255702281,0.6472742066720911,0.5371148459383753,0.5354133454793897,0.04132069942365928,0.5427003293084522,0.636963696369637
Manx,0.5569967388081827,0.5885852576383988,0.5740123750594954,0.03640776699029126,0.06501766784452297,0.5351692809993612,0.3230769230769231,0.5455986344793953,0.5917725500062901,0.6346153846153846,0.17894216510133465,0.06333739342265529,0.13807114382091382,0.4976303317535545,0.5407312925170068,0.18646543330087634,0.5078178110129163,0.45684968741505844,0.5022559962004275,0.5846351931330472,0.5503286060186786,0.11400744772271555,0.6154709778825643,0.5017191710807546,0.05802320928371348,0.0951993490642799,0.08473389355742297,0.14506946025962195,0.5288658786753931,0.0588364434687157,0.09948137670909948
Marathi,0.679884375926475,0.6580619138852476,0.6210138029509757,0.9991909385113269,0.2021201413427562,0.638157427780538,0.6,0.6742257985857109,0.6311485721474399,0.6196581196581197,0.49159663865546216,0.13235891189606172,0.18797914750076664,0.533175355450237,0.5925170068027211,0.24498539435248295,0.5472467709041469,0.5432182658331068,0.5797910235098551,0.6828326180257511,0.6330854375648565,0.1592666857633916,0.6554395419333109,0.604126010593811,0.11164465786314526,0.1594792514239219,0.1645658263305322,0.2079253017535869,0.6216665038585523,0.1176728869374314,0.17774634606317774
Mari (Meadow),0.13311592054550844,0.13441564989412122,0.12470252260828177,0.019417475728155338,0.028268551236749116,0.10469160337852225,0.3384615384615385,0.12874908558888076,0.1426594540193735,0.24358974358974358,0.2737271379139891,0.857084855866829,0.6676632934682613,0.16824644549763032,0.12202380952380952,0.6606621226874392,0.1760707002039429,0.10954063604240283,0.11861790548563286,0.13030042918454934,0.11812521618817018,0.7195645946720137,0.1487594027169642,0.11142087166620203,0.8301320528211285,0.8250610252237591,0.7058823529411765,0.7984513778182646,0.11751489694246361,0.827661909989023,0.8661008958038661
Mingrelian,0.44359620515861253,0.5396793385096299,0.46168491194669203,0.17475728155339806,0.09540636042402827,0.423450919156789,0.47692307692307695,0.43355279200195074,0.515033337526733,0.45085470085470086,0.2687839841819081,0.16727568006496144,0.18414596749463355,0.36066350710900474,0.42244897959183675,0.27770204479065236,0.36233854520734193,0.35641478662680076,0.39408691522203754,0.5149356223175966,0.43548945001729505,0.1955027212832999,0.5090378354103514,0.39513056407397085,0.14205682272909165,0.20951993490642798,0.20238095238095238,0.2291049874743794,0.41857966201035457,0.1437980241492865,0.21923620933521923
