hr_lang,Akan,Atikamekw,Bambara,Bhojpuri,Cantonese,Chichewa,Coptic,Dagbani,Greenlandic (South),Guaraní,Kashmiri,Komi-Zyrian,Koryak,Kurmanji,Madurese,Nanai,Quiché,Romani (Lovari),Rundi,Samoan,Sesotho,Shor,Sranan,Swati,Tabassaran,Tat (Muslim),Tofa,Tsakhur,Tsonga,Udi,Yukaghir (Kolyma)
Mon,0.4925882004150608,0.4320863164263386,0.44502617801047123,0.10275080906148867,0.08551236749116607,0.46156576052239334,0.5230769230769231,0.5099975615703487,0.4464712542458171,0.5256410256410257,0.1503954522985665,0.037758830694275276,0.11100889297761422,0.4056872037914692,0.4248299319727891,0.12697176241480038,0.43031951053704964,0.3922941016580593,0.410235098551413,0.5395708154506438,0.4676582497405742,0.0794901174448582,0.48624677220163914,0.44438249233342625,0.042617046818727494,0.061838893409275834,0.055322128851540614,0.11500797084946482,0.4671290417114389,0.04500548847420417,0.07637906647807638
Mongol (Khamnigan),0.6755114141713608,0.6721790864172633,0.6092336982389338,0.08009708737864078,0.3448763250883392,0.6309887146000426,0.5692307692307692,0.6513045598634479,0.643602968926909,0.6239316239316239,0.4772614928324271,0.8388144539179861,0.7063784115302054,0.4957345971563981,0.575765306122449,0.8611489776046738,0.5499660095173351,0.5271133460179397,0.5575872714319638,0.6766523605150214,0.6360255966793497,0.7525064451446577,0.660491748063321,0.5768051296347924,0.7919167667066827,0.9019528071602929,0.7850140056022409,0.8480983830562514,0.5967568623620201,0.8414928649835346,0.8783592644978784
Mordvin (Erzya),0.37829825081529794,0.47000100836946657,0.3877915278438839,0.02750809061488673,0.05371024734982332,0.328057349705444,0.4153846153846154,0.3557668861253353,0.43565228330607625,0.49572649572649574,0.40336134453781514,0.9646772228989038,0.8613155473781049,0.34881516587677724,0.3629251700680272,0.9096397273612463,0.3711760707002039,0.3141478662680076,0.3413678461173118,0.40360515021459226,0.35498097544102386,0.8904325408192495,0.44683956438756034,0.32469101384629684,0.9539815926370548,0.9658258746948739,0.8263305322128851,0.9248462764746072,0.3459021197616489,0.9560922063666301,0.9495520980669495
Mordvin (Moksha),0.20552920249036466,0.27326812544116164,0.22453593526891957,0.021844660194174758,0.03250883392226148,0.17822414649726737,0.2923076923076923,0.20287734698853938,0.2726129072839351,0.25854700854700857,0.3153732081067721,0.8266341859520909,0.6497240110395585,0.195260663507109,0.20731292517006802,0.7146056475170399,0.19986403806934058,0.17402826855123674,0.20790786036570885,0.23004291845493563,0.19534763057765478,0.7056717272987683,0.2659705849331986,0.1871573273859307,0.8115246098439376,0.8287225386493083,0.6309523809523809,0.7695285811887953,0.19175539708899092,0.8136114160263447,0.843941537010844
Nenets (Tundra),0.1546842573376816,0.2116567510335787,0.1518324607329843,0.020226537216828478,0.03109540636042403,0.12165519199375399,0.3384615384615385,0.14484272128749084,0.18794816958107938,0.16666666666666666,0.27483934750370737,0.6938692651238327,0.5188592456301748,0.13033175355450238,0.1529761904761905,0.6049659201557935,0.11216859279401767,0.11035607502038597,0.131441462835431,0.16592274678111588,0.137928052576963,0.582641077055285,0.2025373301897384,0.11839048415574761,0.6812725090036015,0.6729048006509357,0.5861344537815126,0.6882259166476885,0.13031161473087818,0.6849615806805708,0.76001885902876
Nepali,0.5076341535724874,0.5297973177372189,0.4695383150880533,0.9991909385113269,0.13568904593639575,0.45681027752147063,0.5692307692307692,0.506949524506218,0.46987042395269846,0.5149572649572649,0.4080573405832921,0.05034510759236703,0.12296841459674947,0.395260663507109,0.4337585034013605,0.15832521908471275,0.4228416043507818,0.3918863821690677,0.4424127285680361,0.5072103004291846,0.476478727084054,0.08650816384989975,0.5099360053890198,0.45200260198866277,0.05102040816326531,0.07648494711147275,0.06932773109243698,0.1284445456615805,0.46322164696688484,0.05729967069154775,0.09193776520509193
Newar (Dolakha),0.5392084198043285,0.5895936271049712,0.5147548786292242,0.9991909385113269,0.11590106007067137,0.49840300943998866,0.5384615384615384,0.5408436966593514,0.536797081393886,0.5555555555555556,0.3975531389026199,0.04709703613479497,0.12319840539711745,0.42274881516587676,0.4806972789115646,0.18510223953261928,0.46227056424201224,0.42314487632508835,0.4840892899548801,0.6036051502145923,0.5167762020062262,0.11844743626468061,0.5524868081284383,0.49902425425146363,0.04921968787515006,0.07323026851098453,0.07282913165266107,0.12525620587565475,0.5115756569307415,0.05312843029637761,0.08958038661008957
Nias,0.30506967091609843,0.33366945648885754,0.37898619704902425,0.0186084142394822,0.03462897526501767,0.30342820640215773,0.23076923076923078,0.36527676176542306,0.3311108315511385,0.4935897435897436,0.10553633217993079,0.016240357287860333,0.08088009812940816,0.4014218009478673,0.4480442176870748,0.10155793573515093,0.42895989123045547,0.24667029083990213,0.35205414390881024,0.32248927038626607,0.32704946385333794,0.05786307648238327,0.3875603457954418,0.31446891552829664,0.024809923969587835,0.036208299430431246,0.018907563025210083,0.07674789341835572,0.34599980463026275,0.02239297475301866,0.04101838755304102
Nivkh (South Sakhalin),0.18018084790987252,0.24291620449732781,0.18265111851499286,0.023462783171521034,0.028268551236749116,0.15160763716374476,0.36923076923076925,0.17763960009753718,0.2297144294879859,0.21367521367521367,0.31426099851705386,0.7945594803085668,0.6465808034345293,0.17535545023696683,0.2039965986394558,0.75365141187926,0.167912984364378,0.14107094319108454,0.1462835431014011,0.21656652360515022,0.1761501210653753,0.7328845602979089,0.24677220163916022,0.13400241613232972,0.7979191676670668,0.7917005695687551,0.6862745098039216,0.7900250512411752,0.15815180228582593,0.7914379802414928,0.8613861386138614
Norwegian,0.929884375926475,0.9350610063527276,0.9346739647786768,0.12055016181229773,0.3413427561837456,0.9135495776847186,0.8,0.927822482321385,0.9373506101396402,0.9294871794871795,0.3394710825506673,0.24198132358911897,0.2956148420729838,0.814218009478673,0.9008503401360545,0.37370983446932815,0.8796736913664174,0.8545120956781734,0.8845879838518167,0.9253218884120171,0.9188861985472155,0.24004583213978803,0.9440889188278881,0.890623547997398,0.1906762705082033,0.274206672091131,0.23599439775910364,0.3217945798223639,0.9121813031161473,0.2026344676180022,0.2814710042432815
Oirat,0.27230951675066706,0.3175355450236967,0.2486910994764398,0.03802588996763754,0.0607773851590106,0.22130740293846263,0.6307692307692307,0.2482321385028042,0.30783746383192856,0.3034188034188034,0.38185862580326246,0.9143321153065368,0.765639374425023,0.23127962085308057,0.25756802721088434,0.8551119766309639,0.22637661454792657,0.200258222343028,0.21253858940869153,0.2818025751072961,0.25095122794880664,0.8435978229733601,0.3150331200179634,0.2091813028528947,0.9019607843137255,0.9247355573637104,0.8417366946778712,0.8893190617171487,0.23942561297255055,0.9225027442371021,0.9641678453559641
Oriya,0.6067299140231248,0.6363819703539377,0.5792479771537363,0.2977346278317152,0.14558303886925794,0.5791042657392292,0.4307692307692308,0.6238722262862716,0.5956724116241037,0.5662393162393162,0.25803262481463174,0.02882663418595209,0.1335479914136768,0.45402843601895737,0.561139455782313,0.18977604673807205,0.5431679129843644,0.46221799402011415,0.5459510805034433,0.6135622317596566,0.5901937046004843,0.11085648811228874,0.6048052093858762,0.5523650218381191,0.03861544617847139,0.05695687550854353,0.03991596638655462,0.120018219084491,0.5888443880042982,0.04456641053787047,0.07024988213107025
Panjabi,0.633782982508153,0.6531209034990421,0.5942408376963351,0.9182847896440129,0.2303886925795053,0.6015331109376109,0.7384615384615385,0.6277737137283589,0.6197005912693421,0.5833333333333334,0.5392980721700444,0.16524563540397888,0.21703465194725544,0.4819905213270142,0.5642006802721088,0.30963972736124634,0.5261726716519375,0.506727371568361,0.5398955117549276,0.66,0.601089588377724,0.19879690633056432,0.624677220163916,0.5610073413251556,0.1360544217687075,0.19772172497965826,0.1715686274509804,0.23183785014803007,0.574387027449448,0.14226125137211856,0.21782178217821782
Papiamentu,0.6559442632671213,0.651910860139155,0.6089957163255593,0.14563106796116504,0.0911660777385159,0.6085598694016608,0.5846153846153846,0.6650816873933187,0.6308969681720972,0.5705128205128205,0.5516559565002471,0.15753146569224524,0.2099049371358479,0.5052132701421801,0.5847789115646258,0.2865628042843233,0.540448674371176,0.5256183745583038,0.553075279031109,0.6685836909871244,0.6259944655828433,0.19177885992552277,0.6458964859099584,0.5913019236130471,0.12965186074429771,0.18144833197721724,0.16526610644257703,0.22409473923935322,0.5989059294715249,0.14050493962678376,0.21216407355021216
Polish,0.9284761340053365,0.9461530704850257,0.9377677296525464,0.1925566343042071,0.31236749116607776,0.9222797927461139,0.7384615384615385,0.9274567178736893,0.913699836457416,0.9508547008547008,0.37765694513099357,0.3909866017052375,0.39964734743943575,0.8037914691943128,0.8953231292517007,0.46669912366114896,0.9095853161114887,0.8583854308235934,0.8962241747803372,0.9227467811158798,0.9159460394327222,0.33829848181036953,0.9367912877512069,0.894340674658489,0.33873549419767907,0.41700569568755086,0.3760504201680672,0.44818947847870644,0.9156002735176321,0.3437980241492865,0.42102781706742104
Portuguese,0.9233619922917284,0.9387919733790461,0.9336030461684912,0.19336569579288027,0.3399293286219081,0.9211441550145504,0.6923076923076923,0.9380638868568641,0.9114354006793307,0.9636752136752137,0.31314878892733566,0.1611855460820138,0.25528978840846367,0.8222748815165877,0.8886904761904761,0.3267770204479065,0.8987083616587356,0.8825767871704268,0.89289954880076,0.9314163090128755,0.9215669318574887,0.2028072185620166,0.9228696530818458,0.8982436576526345,0.13885554221688676,0.19406021155410902,0.1722689075630252,0.2669095877932134,0.9140373156198105,0.1455543358946213,0.20980669495520982
Provençal,0.9110584049807293,0.9207421599273974,0.9244407425035698,0.2273462783171521,0.2791519434628975,0.8998509475477323,0.676923076923077,0.9108753962448184,0.891936092590263,0.9508547008547008,0.3568956994562531,0.23548518067397484,0.27920883164673416,0.8071090047393364,0.8712585034013606,0.3540408958130477,0.8599592114208022,0.8753057896167437,0.8720018997862741,0.9212875536480687,0.8975268073331027,0.23403036379260958,0.9128775120691591,0.8742681906885977,0.19287715086034413,0.2693246541903987,0.24929971988795518,0.3065360965611478,0.8923512747875354,0.1894621295279912,0.26874115983026875
Romanian,0.9249184702045656,0.9349601694060704,0.9300333174678724,0.10032362459546926,0.26007067137809187,0.9166016040882958,0.8,0.9290416971470373,0.9067807271354887,0.9358974358974359,0.35763717251606525,0.36825010150223303,0.3719717877951549,0.8350710900473933,0.8816326530612245,0.4595910418695229,0.8755948334466349,0.9316390323457461,0.8894561861790549,0.9302145922746781,0.9168972673815289,0.3384417072472071,0.9225328393398451,0.8836539355078524,0.31452581032412963,0.40235964198535396,0.3438375350140056,0.42951491687542703,0.9044641984956531,0.3187705817782656,0.4068835454974069
Romansch (Sursilvan),0.6835161577230952,0.6947665624684884,0.7049024274155165,0.020226537216828478,0.0558303886925795,0.6740009936830151,0.26153846153846155,0.6849548890514509,0.7268838847653792,0.7457264957264957,0.17943648047454275,0.04790905399918798,0.15493713584789942,0.6156398104265403,0.6718537414965986,0.1976630963972736,0.6308633582596873,0.6630198423484642,0.6189741154120162,0.7112446351931331,0.6895537876167416,0.12374677742767115,0.7453688110474908,0.6347923055478115,0.05222088835534214,0.07811228641171684,0.06092436974789916,0.1443862445912093,0.6663084888150825,0.05203073545554336,0.08533710513908534
Russian,0.8121108805217907,0.8123424422708481,0.7787958115183246,0.07928802588996764,0.27491166077738516,0.7750727517921783,0.7846153846153846,0.7921238722262862,0.778336897722984,0.7713675213675214,0.4866534849233811,0.9772634997969956,0.9126034958601656,0.6521327014218009,0.7309523809523809,0.974001947419669,0.6961250849762066,0.697675998912748,0.7052956542388982,0.8115021459227468,0.7756831546177794,0.9359782297336007,0.8013921634669361,0.7248396989127405,0.97218887555022,0.9951179820992677,0.8683473389355743,0.9621953996811661,0.7447494383120055,0.9800219538968167,0.9754832626119755
Rutul,0.08449451526830715,0.11081980437632348,0.08008091385054736,0.019417475728155338,0.0303886925795053,0.060046845056426996,0.38461538461538464,0.06949524506217995,0.08856459932066926,0.12179487179487179,0.2472812654473554,0.7003654080389768,0.5063630788101809,0.07772511848341232,0.0717687074829932,0.5222979552093476,0.08565601631543168,0.06176950258222343,0.07848492044644978,0.08257510729613735,0.0663265306122449,0.590518476081352,0.0999214101268665,0.06198308707369204,0.6914765906362546,0.6769731489015459,0.5805322128851541,0.6941471191072649,0.06916088697860702,0.7330406147091109,0.7685054219707685
Saami (Northern),0.5310554402608954,0.617525461329031,0.6063779152784389,0.02750809061488673,0.06996466431095406,0.5108950244871886,0.4153846153846154,0.5329188002926115,0.6666247326707762,0.6495726495726496,0.18351458230350964,0.06536743808363785,0.13761116222017786,0.5303317535545023,0.5664965986394558,0.19123661148977605,0.5710401087695445,0.47071215004077194,0.5286155307527903,0.5700429184549356,0.5445347630577655,0.1290461185906617,0.6406197372852812,0.49772325992008176,0.06182472989195678,0.09601301871440195,0.09523809523809523,0.14370302892279663,0.5352153951352936,0.059934138309549946,0.1074964639321075
Santali,0.48310109694633857,0.46465665019663205,0.4439552594002856,0.28236245954692557,0.09540636042402827,0.44516999077294345,0.6,0.5036576444769568,0.4541451754937728,0.4935897435897436,0.26211072664359863,0.07064555420219244,0.12618828580190125,0.3862559241706161,0.45637755102040817,0.16669912366114897,0.4262406526172672,0.3599483555313944,0.4149845642365234,0.4934763948497854,0.451400899342788,0.10097393297049556,0.48456270349163577,0.4469844809961899,0.061224489795918366,0.09275834011391375,0.10364145658263306,0.1393759963561831,0.4497411350981733,0.07091108671789242,0.11221122112211221
Sardinian,0.7030833086273347,0.7331854391449026,0.7404807234650167,0.04288025889967637,0.12014134275618374,0.7001206615089787,0.4,0.7161667885881492,0.7399672914832054,0.7905982905982906,0.22256549678695006,0.08485586682907025,0.17333639987733823,0.6293838862559241,0.70671768707483,0.22784810126582278,0.6417403127124405,0.6798722478934494,0.655782474471622,0.7504721030042918,0.7019197509512279,0.14351188771125753,0.7613113281688559,0.6600687668432302,0.07803121248499399,0.11350691619202603,0.09873949579831932,0.1662491459804145,0.6786167822604279,0.07464324917672886,0.12446958981612447
Seediq,0.4300326119181737,0.5067056569527074,0.509757258448358,0.021844660194174758,0.6084805653710247,0.4208247569025481,0.5384615384615384,0.48439405023165083,0.4859730783746383,0.6089743589743589,0.14273356401384082,0.020706455542021926,0.11752529898804048,0.4943127962085308,0.5187074829931972,0.17633885102239533,0.6233854520734194,0.34160097852677357,0.4780337212063643,0.44060085836909874,0.44794188861985473,0.10698940131767402,0.5130796003143595,0.4289564166898987,0.033813525410164066,0.050854353132628156,0.03081232492997199,0.1002049647005238,0.4873498095145062,0.0322722283205269,0.0627062706270627
Shan,0.4200266824785058,0.4668750630230917,0.38207996192289384,0.02912621359223301,0.06784452296819787,0.3858329192987437,0.3384615384615385,0.4185564496464277,0.429991193860863,0.344017094017094,0.16052891744933268,0.018270401948842874,0.10571910456915057,0.2862559241706161,0.3568877551020408,0.19717624148003896,0.2848402447314752,0.288597444957869,0.33828069342199,0.44927038626609445,0.3981321342096161,0.1144371240332283,0.42977433479285954,0.3547997398011337,0.03361344537815126,0.04963384865744508,0.0273109243697479,0.0922341152357094,0.39122789879847614,0.02810098792535675,0.056577086280056574
Sindhi,0.5478802253187074,0.5766864979328425,0.5070204664445502,0.08980582524271845,0.06925795053003533,0.5078429980836113,0.4461538461538462,0.5477932211655694,0.5513901119637691,0.4935897435897436,0.49604547701433516,0.0438489646772229,0.1399877338239804,0.404739336492891,0.4866496598639456,0.2213242453748783,0.4371176070700204,0.41227235661864636,0.46948468297316553,0.5649785407725322,0.5298339674852992,0.13291320538527643,0.5511395531604356,0.4858284546045907,0.05302120848339336,0.07689178193653377,0.06022408963585434,0.13163288544750626,0.508547426003712,0.054665203073545554,0.09193776520509193
Sinhala,0.7695671509042395,0.7511344156498941,0.7125178486435031,0.3284789644012945,0.31095406360424027,0.743700759457733,0.7076923076923077,0.7804194099000243,0.7124166561831677,0.7072649572649573,0.2829955511616411,0.048721071863580996,0.18399264029438822,0.5886255924170616,0.6812074829931973,0.25871470301850047,0.6390210740992522,0.6282957325360152,0.6612443600094989,0.7678969957081545,0.737201660325147,0.14179318246920652,0.7377343662288088,0.6911067744633398,0.06042416966786715,0.08665581773799837,0.06792717086834733,0.16192211341380094,0.720035166552701,0.06169045005488474,0.10419613389910419
Slovak,0.902683071449748,0.9188262579409096,0.912303664921466,0.17233009708737865,0.22685512367491167,0.9016253815033004,0.5846153846153846,0.9120946110704706,0.8900490627751918,0.938034188034188,0.324023727137914,0.3028826634185952,0.3418429929469488,0.7786729857819905,0.8678571428571429,0.40662122687439145,0.8857919782460911,0.8506387605327534,0.8687960104488245,0.9030042918454936,0.8968350051885161,0.2911773130908049,0.9214101268665095,0.8676702908651612,0.2623049219687875,0.32994304312449146,0.2857142857142857,0.38077886586199045,0.8941096024225847,0.2645444566410538,0.3422913719943423
Slovene,0.9186184405573673,0.9392961581123324,0.9330080913850547,0.12297734627831715,0.30742049469964666,0.9109234154304777,0.7230769230769231,0.924042916361863,0.9057743112341174,0.938034188034188,0.3633217993079585,0.3743402354851807,0.37243176939589084,0.8293838862559242,0.8898809523809523,0.4513145082765336,0.8932698844323589,0.8705490622451754,0.8842317739254334,0.9211158798283262,0.914821860947769,0.33171011171584075,0.9334231503312002,0.8856983551714525,0.3129251700680272,0.38812042310821804,0.34173669467787116,0.4240491915281257,0.905831786656247,0.31964873765093305,0.39368222536539366
Slovincian,0.467684553809665,0.5336291217101946,0.5130890052356021,0.019417475728155338,0.06713780918727916,0.45077720207253885,0.3076923076923077,0.4752499390392587,0.5167945653541326,0.5641025641025641,0.15484429065743946,0.060495330897279743,0.13040478380864765,0.4938388625592417,0.5040816326530613,0.1815968841285297,0.5751189666893269,0.4230089698287578,0.4437188316314415,0.48351931330472103,0.4725008647526807,0.11715840733314237,0.5762883125631526,0.42412415203048043,0.05682272909163665,0.09113100081366965,0.0742296918767507,0.13618765657025733,0.46029110090846925,0.0557628979143798,0.10042432814710042
Solon,0.14364067595612215,0.14016335585358475,0.16087577344121848,0.019417475728155338,0.024734982332155476,0.11917098445595854,0.27692307692307694,0.1598390636430139,0.16505220782488364,0.38461538461538464,0.2875679683638161,0.8997157937474625,0.6635234590616376,0.26492890995260665,0.14022108843537415,0.6959104186952288,0.26172671651937457,0.12557760260940473,0.1486582759439563,0.1382832618025751,0.13524731926668973,0.7908908622171298,0.16077242618165488,0.12991357680512963,0.8417366946778712,0.8873067534580961,0.9110644257703081,0.8034616260532909,0.13783334961414476,0.8722283205268935,0.933050447901933
Somali,0.7423658464275126,0.7251184834123223,0.794859590671109,0.04288025889967637,0.11731448763250883,0.726524238767833,0.6615384615384615,0.7852962692026335,0.7397156875078627,0.7072649572649573,0.3345279288185863,0.036946812829882256,0.16513339466421342,0.6682464454976303,0.716156462585034,0.21431353456669913,0.7709041468388851,0.6009785267735798,0.725243410116362,0.7560515021459228,0.7384123140781736,0.12188484674878258,0.7513191871561693,0.7096924077687947,0.05042016806722689,0.07445077298616762,0.05392156862745098,0.14803006148941017,0.7369346488228974,0.05159165751920966,0.08297972654408298
Sorbian (Lower),0.4816928550252001,0.5246546334576989,0.5283198476915755,0.04288025889967637,0.04876325088339223,0.4656114699410888,0.26153846153846155,0.4776883686905633,0.5266071203925022,0.6730769230769231,0.1652249134948097,0.07876573284612262,0.1367678626188286,0.4867298578199052,0.5204081632653061,0.17964946445959104,0.6077498300475866,0.43843435716227236,0.45939206839230584,0.5024892703862661,0.49040124524386025,0.11415067315955314,0.5854945548445043,0.4470774091627172,0.06762705082032813,0.10984540276647681,0.0861344537815126,0.14894101571396037,0.47914428055094266,0.06849615806805708,0.11221122112211221
Sorbian (Upper),0.6570560332048622,0.7232025814258344,0.6996668253212756,0.043689320388349516,0.06713780918727916,0.6257363900915608,0.3076923076923077,0.6242379907339674,0.7107812303434394,0.7670940170940171,0.25902125556104794,0.29070239545269994,0.2610395584176633,0.604739336492891,0.671343537414966,0.32687439143135344,0.7355540448674371,0.5926202772492525,0.6342911422464973,0.6734763948497854,0.650985818056036,0.2596677169865368,0.7428988436061524,0.6107239104172475,0.21608643457382953,0.306753458096013,0.3172268907563025,0.3236164882714644,0.6387613558659764,0.23336992316136115,0.3116454502593116
Spanish,0.9345538096649867,0.9508924069779167,0.947405997144217,0.10922330097087378,0.5575971731448763,0.9319327134644049,0.7076923076923077,0.9489148988051694,0.9240155994464713,0.9636752136752137,0.33526940187839843,0.18838814453917987,0.2742256976387611,0.8369668246445497,0.9022108843537415,0.34625121713729307,0.9170632222977566,0.898206034248437,0.9151033008786511,0.9398283261802575,0.9312521618817018,0.21841879117731308,0.9344335915572022,0.9123687389647802,0.1634653861544618,0.2225386493083808,0.2107843137254902,0.2894557048508312,0.9290807853863436,0.1712403951701427,0.23856671381423858
Sundanese,0.8733323450933886,0.8872642936371886,0.8895763921941933,0.12459546925566344,0.2826855123674912,0.8730924834977642,0.7076923076923077,0.9025847354303829,0.855327714177884,0.8696581196581197,0.31043005437469107,0.05075111652456354,0.18859245630174792,0.7464454976303317,0.9446428571428571,0.2554040895813048,0.8708361658735554,0.7506795324816526,0.8431488957492282,0.8769098712446352,0.8658768592182636,0.13921512460613006,0.8786347816324239,0.8493634420592882,0.06022408963585434,0.08624898291293735,0.0665266106442577,0.1696652243224778,0.8706652339552603,0.06103183315038419,0.09523809523809523
Swahili,0.899273643640676,0.9055157809821519,0.9054021894336031,0.08009708737864078,0.1823321554770318,0.9217829512385549,0.5076923076923077,0.9099000243842965,0.8704239526984526,0.8931623931623932,0.32649530400395455,0.14778725131952902,0.2394204231830727,0.7876777251184834,0.8506802721088436,0.3133398247322298,0.9041468388851122,0.7533297091600979,0.9174780337212064,0.896824034334764,0.8989968868903494,0.1900601546834718,0.877848882901089,0.8904376916643435,0.11904761904761904,0.17453213995117983,0.18067226890756302,0.24322477795490777,0.9154049037804044,0.12272228320526893,0.18293257897218293
Swedish,0.2250963533946042,0.19723706766159121,0.24964302712993813,0.01699029126213592,0.03180212014134275,0.22010078784867626,0.12307692307692308,0.24811021702023897,0.28670272990313245,0.43803418803418803,0.0453534354918438,0.012586276898091758,0.06524072370438516,0.34549763033175357,0.23537414965986395,0.04907497565725414,0.3460231135282121,0.225129111171514,0.21503205889337448,0.2230901287553648,0.23002421307506055,0.032512174162131195,0.269675536095206,0.2172660533407676,0.02300920368147259,0.03173311635475997,0.018907563025210083,0.06854930539740378,0.23512747875354106,0.01778265642151482,0.033003300330033
Tamil (Spoken),0.8043284909576045,0.7916708682061108,0.7601142313184198,0.5461165048543689,0.24946996466431096,0.7807509404499965,0.7846153846153846,0.8116313094367228,0.7650018870298151,0.75,0.4134948096885813,0.12423873325213154,0.22930082796688134,0.6208530805687204,0.7323979591836735,0.3064264849074976,0.6825288919102651,0.6693394944278337,0.7080265970078367,0.8100429184549356,0.775596679349706,0.17802921798911486,0.768159874256203,0.7330173775671406,0.11544617847138855,0.15785191212367777,0.13935574229691877,0.22978820314279208,0.7586206896551724,0.11986827661909989,0.1735030645921735
Tashlhiyt,0.33308627334716867,0.449631945144701,0.4547834364588291,0.024271844660194174,0.04946996466431095,0.33707147419973027,0.4461538461538462,0.4029504998780785,0.39300540948546986,0.49786324786324787,0.13136431043005437,0.025984571660576532,0.09398957375038332,0.5033175355450237,0.379421768707483,0.08471275559883155,0.5479265805574439,0.30905137265561294,0.38625029684160533,0.34163090128755363,0.3321515046696645,0.06774563162417645,0.4167508701021668,0.3698541027785522,0.035414165666266505,0.050854353132628156,0.0350140056022409,0.09974948758824868,0.37813812640422,0.03490669593852909,0.061291843470061294
Tatar,0.6171805514378891,0.6646163154179692,0.6417182294145645,0.06715210355987054,0.12579505300353358,0.5788203563063383,0.6923076923076923,0.6049743964886612,0.662221663102277,0.6431623931623932,0.5638902619871478,0.9780755176613886,0.8736583869978534,0.6113744075829384,0.5989795918367347,0.9557935735150925,0.6315431679129844,0.5369665670019027,0.5852529090477321,0.6460944206008584,0.587512971290211,0.9765110283586365,0.672167957786011,0.5561750766657374,0.9581832733093237,0.9886086248982913,0.9859943977591037,0.9537690731040765,0.580345804434893,0.9848518111964873,0.991041961338991
Telugu,0.4430032611918174,0.5146717757386307,0.41242265587815324,0.127831715210356,0.05088339222614841,0.40485485130243454,0.4461538461538462,0.46232626188734455,0.4606868788526859,0.42094017094017094,0.20378151260504201,0.023142509135200974,0.1274915670039865,0.33222748815165876,0.3929421768707483,0.23037974683544304,0.3521414004078858,0.337048110899701,0.3866065067679886,0.4647210300429185,0.42476651677620203,0.12489258092237181,0.4681711013809363,0.38397918409069787,0.03961584633853541,0.05858421480878763,0.03431372549019608,0.10772033705306308,0.42111946859431476,0.03776070252469813,0.06789250353606789
Tetun,0.4358879335902757,0.4494302712513865,0.4841742027605902,0.021035598705501618,0.04098939929328622,0.42330896444034355,0.27692307692307694,0.46171665447451843,0.45930305698830043,0.6047008547008547,0.1350716757291152,0.017864393016646368,0.10433915976694265,0.4658767772511848,0.48078231292517004,0.13446932814021423,0.495581237253569,0.4071079097580864,0.4336262170505818,0.4750214592274678,0.44664475959875477,0.06674305356631338,0.507353766700348,0.4166898987082985,0.02921168467386955,0.0467860048820179,0.024509803921568627,0.09906627191983602,0.4461267949594608,0.027661909989023053,0.055634134842055635
Thai,0.8528757782389564,0.8536855904003227,0.8238933841028082,0.2750809061488673,0.6247349823321555,0.8332032081765917,0.8615384615384616,0.8567422579858571,0.8095357906654925,0.8012820512820513,0.33267424616905583,0.11977263499796996,0.23045078196872126,0.6729857819905213,0.7814625850340136,0.29698149951314506,0.752549286199864,0.715275890187551,0.7622892424602232,0.8612875536480686,0.8260982359045314,0.18261243196791752,0.827326821600988,0.7854288634885234,0.11764705882352941,0.16517493897477625,0.15756302521008403,0.23138237303575496,0.8005274982905148,0.12162458836443468,0.1768033946251768
Tibetan (Modern Literary),0.3821523865994664,0.45114449934455986,0.3877915278438839,0.4894822006472492,0.4657243816254417,0.3453048477535666,0.6615384615384615,0.3745427944403804,0.40621461819096744,0.4166666666666667,0.2742214532871972,0.04912708079577751,0.11430542778288869,0.2957345971563981,0.35799319727891155,0.178286270691334,0.3201903467029232,0.2895487904321827,0.3435051056756115,0.41416309012875535,0.3667416118989969,0.10627327413348611,0.4277534523408555,0.34810891181117,0.0468187274909964,0.07445077298616762,0.06372549019607843,0.11204736961967661,0.367588160593924,0.0557628979143798,0.09382366808109383
Tswana,0.3749629410020753,0.32913179388928104,0.39064731080437887,0.019417475728155338,0.03674911660777385,0.39080133437433456,0.2153846153846154,0.41843452816386245,0.3382815448484086,0.5534188034188035,0.10269401878398418,0.015022330491270807,0.08172339773075743,0.404739336492891,0.3318877551020408,0.08977604673807206,0.46227056424201224,0.2796276162000544,0.3807884113037283,0.3765665236051502,0.5217917675544794,0.04841019765110283,0.3557875828000449,0.43072205185391693,0.025610244097639057,0.035394629780309196,0.02030812324929972,0.08130266454110681,0.46195174367490477,0.025027442371020857,0.05091937765205092
Tulu,0.17595612214645717,0.1981446001815065,0.18883864826273203,0.04692556634304207,0.028975265017667843,0.1630349918376038,0.18461538461538463,0.192514020970495,0.22166310227701597,0.2948717948717949,0.11591695501730104,0.014210312626877792,0.05979760809567617,0.1815165876777251,0.1818877551020408,0.10438169425511197,0.18354860639021073,0.12822777928784995,0.17109950130610307,0.19167381974248926,0.18350051885160845,0.053995989687768545,0.21926574604243854,0.15175169593903912,0.024409763905562223,0.03336045565500407,0.02030812324929972,0.06467774994306535,0.1839406075998828,0.025466520307354554,0.04856199905704856
